Registered provider name;Head office location;Support_Cluster_Desc;Phone;Website;Email address;Head office address
;;Therapeutic Supports;;;reboundphysio@bigpond.com;Newcastle Basketball Stadium, Corner Young Road and Curley Road, BROADMEADOW, NSW, 2282
Recovery Station Pty Ltd;TORONTO;Assess-Skill, Ability, Needs;"+611300855581
0000 000 000";www.recoverystation.com.au;admin@recoverystation.com.au;Riva Apartments, 58 Victory Pde, TORONTO, NSW, 2283
;;Assist Access/Maintain Employ;+6113008555810 000 000 000;www.recoverystation.com.au;admin@recoverystation.com.au;Riva Apartments, 58 Victory Pde, TORONTO, NSW, 2283
;;Assist-Life Stage, Transition;+6113008555810 000 000 000;www.recoverystation.com.au;admin@recoverystation.com.au;Riva Apartments, 58 Victory Pde, TORONTO, NSW, 2283
;;Behaviour Support;+6113008555810 000 000 000;www.recoverystation.com.au;admin@recoverystation.com.au;Riva Apartments, 58 Victory Pde, TORONTO, NSW, 2283
;;Development-Life Skills;+6113008555810 000 000 000;www.recoverystation.com.au;admin@recoverystation.com.au;Riva Apartments, 58 Victory Pde, TORONTO, NSW, 2283
;;Equipment Special Assess Setup;+6113008555810 000 000 000;www.recoverystation.com.au;admin@recoverystation.com.au;Riva Apartments, 58 Victory Pde, TORONTO, NSW, 2283
;;Therapeutic Supports;+6113008555810 000 000 000;www.recoverystation.com.au;admin@recoverystation.com.au;Riva Apartments, 58 Victory Pde, TORONTO, NSW, 2283
;;Training-Travel Independence;+6113008555810 000 000 000;www.recoverystation.com.au;admin@recoverystation.com.au;Riva Apartments, 58 Victory Pde, TORONTO, NSW, 2283
Red Frog for Families Pty Ltd;NEW LAMBTON;Assess-Skill, Ability, Needs;;;;29 Kings Rd, NEW LAMBTON, NSW, 2305
;;Assist-Integrate School/Ed;;;;29 Kings Rd, NEW LAMBTON, NSW, 2305
;;Assist-Personal Activities;;;;29 Kings Rd, NEW LAMBTON, NSW, 2305
;;Comms & Info Equipment;;;;29 Kings Rd, NEW LAMBTON, NSW, 2305
;;Early Childhood Supports;;;;29 Kings Rd, NEW LAMBTON, NSW, 2305
;;Therapeutic Supports;;;;29 Kings Rd, NEW LAMBTON, NSW, 2305
Regal Health Services Pty Ltd;SYDNEY;;;;regal@regalhealth.com.au;Level 19 St Martins Tower, Level 19 31 Market Street, SYDNEY, NSW, 2000
Regent Street Physiotherapy Pty Ltd;NEW LAMBTON;Therapeutic Supports;;;regentstphysio@bigpond.com;Shop 5, 71 Regent Street, NEW LAMBTON, NSW, 2305
Reilly, Anthony Vincent;CARDIFF;Household Tasks;;;ts.reilly@bigpond.com;4 Lois Cres, CARDIFF, NSW, 2285
Response Employment & Training Pty Ltd;NEW LAMBTON;;;;geoff@responsetraining.com.au;63 Regent Street, NEW LAMBTON, NSW, 2305
Response Services Incorporated;BROADMEADOW;Accommodation/Tenancy;;;geoff@responseservices.com.au;82 - 84 Belford Street, BROADMEADOW, NSW, 2292
;;Assess-Skill, Ability, Needs;;;geoff@responseservices.com.au;82 - 84 Belford Street, BROADMEADOW, NSW, 2292
;;Assist Access/Maintain Employ;;;geoff@responseservices.com.au;82 - 84 Belford Street, BROADMEADOW, NSW, 2292
;;Assistive Equip-Recreation;;;geoff@responseservices.com.au;82 - 84 Belford Street, BROADMEADOW, NSW, 2292
;;Assist-Life Stage, Transition;;;geoff@responseservices.com.au;82 - 84 Belford Street, BROADMEADOW, NSW, 2292
;;Assist-Personal Activities;;;geoff@responseservices.com.au;82 - 84 Belford Street, BROADMEADOW, NSW, 2292
;;Assist-Travel/Transport;;;geoff@responseservices.com.au;82 - 84 Belford Street, BROADMEADOW, NSW, 2292
;;Behaviour Support;;;geoff@responseservices.com.au;82 - 84 Belford Street, BROADMEADOW, NSW, 2292
;;Daily Tasks/Shared Living;;;geoff@responseservices.com.au;82 - 84 Belford Street, BROADMEADOW, NSW, 2292
;;Development-Life Skills;;;geoff@responseservices.com.au;82 - 84 Belford Street, BROADMEADOW, NSW, 2292
;;Equipment Special Assess Setup;;;geoff@responseservices.com.au;82 - 84 Belford Street, BROADMEADOW, NSW, 2292
;;Household Tasks;;;geoff@responseservices.com.au;82 - 84 Belford Street, BROADMEADOW, NSW, 2292
;;Participate Community;;;geoff@responseservices.com.au;82 - 84 Belford Street, BROADMEADOW, NSW, 2292
;;Therapeutic Supports;;;geoff@responseservices.com.au;82 - 84 Belford Street, BROADMEADOW, NSW, 2292
;;Training-Travel Independence;;;geoff@responseservices.com.au;82 - 84 Belford Street, BROADMEADOW, NSW, 2292
RichmondPRA;HAMILTON NORTH;Accommodation/Tenancy;610293939400;www.richmondpra.org.au;mark.cliff@richmondpra.org.au;Richmond PRA Unit 2D, 54 Clyde Street, HAMILTON NORTH, NSW, 2292
;;Assist Access/Maintain Employ;610293939400;www.richmondpra.org.au;mark.cliff@richmondpra.org.au;Richmond PRA Unit 2D, 54 Clyde Street, HAMILTON NORTH, NSW, 2292
;;Assist-Integrate School/Ed;610293939400;www.richmondpra.org.au;mark.cliff@richmondpra.org.au;Richmond PRA Unit 2D, 54 Clyde Street, HAMILTON NORTH, NSW, 2292
;;Assistive Equip-Recreation;610293939400;www.richmondpra.org.au;mark.cliff@richmondpra.org.au;Richmond PRA Unit 2D, 54 Clyde Street, HAMILTON NORTH, NSW, 2292
;;Assist-Life Stage, Transition;610293939400;www.richmondpra.org.au;mark.cliff@richmondpra.org.au;Richmond PRA Unit 2D, 54 Clyde Street, HAMILTON NORTH, NSW, 2292
;;Assist-Personal Activities;610293939400;www.richmondpra.org.au;mark.cliff@richmondpra.org.au;Richmond PRA Unit 2D, 54 Clyde Street, HAMILTON NORTH, NSW, 2292
;;Assist-Travel/Transport;610293939400;www.richmondpra.org.au;mark.cliff@richmondpra.org.au;Richmond PRA Unit 2D, 54 Clyde Street, HAMILTON NORTH, NSW, 2292
;;Behaviour Support;610293939400;www.richmondpra.org.au;mark.cliff@richmondpra.org.au;Richmond PRA Unit 2D, 54 Clyde Street, HAMILTON NORTH, NSW, 2292
;;Daily Tasks/Shared Living;610293939400;www.richmondpra.org.au;mark.cliff@richmondpra.org.au;Richmond PRA Unit 2D, 54 Clyde Street, HAMILTON NORTH, NSW, 2292
;;Development-Life Skills;610293939400;www.richmondpra.org.au;mark.cliff@richmondpra.org.au;Richmond PRA Unit 2D, 54 Clyde Street, HAMILTON NORTH, NSW, 2292
;;Household Tasks;610293939400;www.richmondpra.org.au;mark.cliff@richmondpra.org.au;Richmond PRA Unit 2D, 54 Clyde Street, HAMILTON NORTH, NSW, 2292
;;Participate Community;610293939400;www.richmondpra.org.au;mark.cliff@richmondpra.org.au;Richmond PRA Unit 2D, 54 Clyde Street, HAMILTON NORTH, NSW, 2292
;;Therapeutic Supports;610293939400;www.richmondpra.org.au;mark.cliff@richmondpra.org.au;Richmond PRA Unit 2D, 54 Clyde Street, HAMILTON NORTH, NSW, 2292
;;Training-Travel Independence;610293939400;www.richmondpra.org.au;mark.cliff@richmondpra.org.au;Richmond PRA Unit 2D, 54 Clyde Street, HAMILTON NORTH, NSW, 2292
Riding For The Disabled Association NSW;SYDNEY OLYMPIC PARK;;610249871402;www.rdaraymondterrace.org.au;raymondterrace@rdansw.org.au;ADDRESS CONFIDENTIAL
Royal Institute for Deaf and Blind Children;NORTH ROCKS;Assess-Skill, Ability, Needs;;;melissa.walsh@ridbc.org.au;361 NORTH ROCKS ROAD, NORTH ROCKS, NSW, 2151
;;Assist Access/Maintain Employ;;;melissa.walsh@ridbc.org.au;361 NORTH ROCKS ROAD, NORTH ROCKS, NSW, 2151
;;Assist-Integrate School/Ed;;;melissa.walsh@ridbc.org.au;361 NORTH ROCKS ROAD, NORTH ROCKS, NSW, 2151
;;Assist-Life Stage, Transition;;;melissa.walsh@ridbc.org.au;361 NORTH ROCKS ROAD, NORTH ROCKS, NSW, 2151
;;Daily Tasks/Shared Living;;;melissa.walsh@ridbc.org.au;361 NORTH ROCKS ROAD, NORTH ROCKS, NSW, 2151
;;Development-Life Skills;;;melissa.walsh@ridbc.org.au;361 NORTH ROCKS ROAD, NORTH ROCKS, NSW, 2151
;;Early Childhood Supports;;;melissa.walsh@ridbc.org.au;361 NORTH ROCKS ROAD, NORTH ROCKS, NSW, 2151
;;Equipment Special Assess Setup;;;melissa.walsh@ridbc.org.au;361 NORTH ROCKS ROAD, NORTH ROCKS, NSW, 2151
;;Participate Community;;;melissa.walsh@ridbc.org.au;361 NORTH ROCKS ROAD, NORTH ROCKS, NSW, 2151
;;Therapeutic Supports;;;melissa.walsh@ridbc.org.au;361 NORTH ROCKS ROAD, NORTH ROCKS, NSW, 2151
Rubies Nursing Pvt Limited;CRACE;Assist-Personal Activities;"+611300651649
0000 000 000";www.nursingagencyrubies.com.au;admin@nursingagencyrubies.com.au;163 Langtree Crescent, CRACE, ACT, 2911
;;Community Nursing Care;+6113006516490 000 000 000;www.nursingagencyrubies.com.au;admin@nursingagencyrubies.com.au;163 Langtree Crescent, CRACE, ACT, 2911
;;Daily Tasks/Shared Living;+6113006516490 000 000 000;www.nursingagencyrubies.com.au;admin@nursingagencyrubies.com.au;163 Langtree Crescent, CRACE, ACT, 2911
;;Development-Life Skills;+6113006516490 000 000 000;www.nursingagencyrubies.com.au;admin@nursingagencyrubies.com.au;163 Langtree Crescent, CRACE, ACT, 2911
;;Household Tasks;+6113006516490 000 000 000;www.nursingagencyrubies.com.au;admin@nursingagencyrubies.com.au;163 Langtree Crescent, CRACE, ACT, 2911
Russell, Alikki;REDHEAD;Assess-Skill, Ability, Needs;"+611800229346
0000 000 000";www.alikkirussell.com;info@alikkirussell.com;Suite 3, 105 Cowlishaw Street, REDHEAD, NSW, 2290
;;Behaviour Support;+6118002293460 000 000 000;www.alikkirussell.com;info@alikkirussell.com;Suite 3, 105 Cowlishaw Street, REDHEAD, NSW, 2290
;;Therapeutic Supports;+6118002293460 000 000 000;www.alikkirussell.com;info@alikkirussell.com;Suite 3, 105 Cowlishaw Street, REDHEAD, NSW, 2290
Ryan, Howard Leigh;COAL POINT;Assess-Skill, Ability, Needs;;;h.ryan@optusnet.com.au;266 Skye Point Road, COAL POINT, NSW, 2283
;;Assist-Integrate School/Ed;;;h.ryan@optusnet.com.au;266 Skye Point Road, COAL POINT, NSW, 2283
;;Assist-Life Stage, Transition;;;h.ryan@optusnet.com.au;266 Skye Point Road, COAL POINT, NSW, 2283
;;Behaviour Support;;;h.ryan@optusnet.com.au;266 Skye Point Road, COAL POINT, NSW, 2283
;;Early Childhood Supports;;;h.ryan@optusnet.com.au;266 Skye Point Road, COAL POINT, NSW, 2283
;;Other Innovative Supports;;;h.ryan@optusnet.com.au;266 Skye Point Road, COAL POINT, NSW, 2283
;;Therapeutic Supports;;;h.ryan@optusnet.com.au;266 Skye Point Road, COAL POINT, NSW, 2283
Safety and Mobility PTY LTD;HORNSBY;Assist Prod-Pers Care/Safety;610299839520;www.safetyandmobility.com.au;headoffice@safetyandmobility.com.au;Unit 12, 17 King Road, HORNSBY, NSW, 2077
Samaritans Foundation Diocese of Newcastle;WARABROOK;Accommodation/Tenancy;"+610249607100
(00) 00000000";www.samaritans.org.au;mail@samaritans.org.au;Samaritans Foundation, 36 Warabrook Boulevard, WARABROOK, NSW, 2304
;;Assess-Skill, Ability, Needs;+610249607100(00) 00000000;www.samaritans.org.au;mail@samaritans.org.au;Samaritans Foundation, 36 Warabrook Boulevard, WARABROOK, NSW, 2304
;;Assist Access/Maintain Employ;+610249607100(00) 00000000;www.samaritans.org.au;mail@samaritans.org.au;Samaritans Foundation, 36 Warabrook Boulevard, WARABROOK, NSW, 2304
;;Assist-Integrate School/Ed;+610249607100(00) 00000000;www.samaritans.org.au;mail@samaritans.org.au;Samaritans Foundation, 36 Warabrook Boulevard, WARABROOK, NSW, 2304
;;Assistive Equip-Recreation;+610249607100(00) 00000000;www.samaritans.org.au;mail@samaritans.org.au;Samaritans Foundation, 36 Warabrook Boulevard, WARABROOK, NSW, 2304
;;Assist-Life Stage, Transition;+610249607100(00) 00000000;www.samaritans.org.au;mail@samaritans.org.au;Samaritans Foundation, 36 Warabrook Boulevard, WARABROOK, NSW, 2304
;;Assist-Personal Activities;+610249607100(00) 00000000;www.samaritans.org.au;mail@samaritans.org.au;Samaritans Foundation, 36 Warabrook Boulevard, WARABROOK, NSW, 2304
;;Assist-Travel/Transport;+610249607100(00) 00000000;www.samaritans.org.au;mail@samaritans.org.au;Samaritans Foundation, 36 Warabrook Boulevard, WARABROOK, NSW, 2304
;;Behaviour Support;+610249607100(00) 00000000;www.samaritans.org.au;mail@samaritans.org.au;Samaritans Foundation, 36 Warabrook Boulevard, WARABROOK, NSW, 2304
;;Daily Tasks/Shared Living;+610249607100(00) 00000000;www.samaritans.org.au;mail@samaritans.org.au;Samaritans Foundation, 36 Warabrook Boulevard, WARABROOK, NSW, 2304
;;Development-Life Skills;+610249607100(00) 00000000;www.samaritans.org.au;mail@samaritans.org.au;Samaritans Foundation, 36 Warabrook Boulevard, WARABROOK, NSW, 2304
;;Early Childhood Supports;+610249607100(00) 00000000;www.samaritans.org.au;mail@samaritans.org.au;Samaritans Foundation, 36 Warabrook Boulevard, WARABROOK, NSW, 2304
;;Equipment Special Assess Setup;+610249607100(00) 00000000;www.samaritans.org.au;mail@samaritans.org.au;Samaritans Foundation, 36 Warabrook Boulevard, WARABROOK, NSW, 2304
;;Household Tasks;+610249607100(00) 00000000;www.samaritans.org.au;mail@samaritans.org.au;Samaritans Foundation, 36 Warabrook Boulevard, WARABROOK, NSW, 2304
;;Participate Community;+610249607100(00) 00000000;www.samaritans.org.au;mail@samaritans.org.au;Samaritans Foundation, 36 Warabrook Boulevard, WARABROOK, NSW, 2304
;;Therapeutic Supports;+610249607100(00) 00000000;www.samaritans.org.au;mail@samaritans.org.au;Samaritans Foundation, 36 Warabrook Boulevard, WARABROOK, NSW, 2304
;;Training-Travel Independence;+610249607100(00) 00000000;www.samaritans.org.au;mail@samaritans.org.au;Samaritans Foundation, 36 Warabrook Boulevard, WARABROOK, NSW, 2304
;;Vehicle modifications;+610249607100(00) 00000000;www.samaritans.org.au;mail@samaritans.org.au;Samaritans Foundation, 36 Warabrook Boulevard, WARABROOK, NSW, 2304
Saraswati Psychology Pty Ltd;KOTARA;;;;;ADDRESS CONFIDENTIAL
Sarmace Pty Ltd;ERINA;Community Nursing Care;610243653200;www.suemann.com.au;andrew@suemann.com.au;Platinum Building Suite 3.20, 4 Ilya Avenue, ERINA, NSW, 2250
SB & KR Rogers Pty Ltd;GOSFORD;;;;info@safetravelsolutions.com.au;32 Glennie (West) Street, GOSFORD, NSW, 2250
Scanlon, Joanne Pleasant;NEW LAMBTON;Assess-Skill, Ability, Needs;;;joanne.speechpathologist@gmail.com;202 St James Road, NEW LAMBTON, NSW, 2305
;;Early Childhood Supports;;;joanne.speechpathologist@gmail.com;202 St James Road, NEW LAMBTON, NSW, 2305
;;Equipment Special Assess Setup;;;joanne.speechpathologist@gmail.com;202 St James Road, NEW LAMBTON, NSW, 2305
;;Therapeutic Supports;;;joanne.speechpathologist@gmail.com;202 St James Road, NEW LAMBTON, NSW, 2305
Scarfe, Kylie;NEWCASTLE EAST;Physical Wellbeing;610435314016;www.kyliescarfenutrition.com;kyliescarfenturition@hotmail.com;133 King Street, NEWCASTLE EAST, NSW, 2300
Schizophrenia Fellowship of NSW Inc;MAYFIELD;Accommodation/Tenancy;610249681641;;admin@sfnsw.org.au;The Sunflower Centre, 182A Maitland Road, MAYFIELD, NSW, 2304
;;Assist Access/Maintain Employ;610249681641;;admin@sfnsw.org.au;The Sunflower Centre, 182A Maitland Road, MAYFIELD, NSW, 2304
;;Assist-Life Stage, Transition;610249681641;;admin@sfnsw.org.au;The Sunflower Centre, 182A Maitland Road, MAYFIELD, NSW, 2304
;;Daily Tasks/Shared Living;610249681641;;admin@sfnsw.org.au;The Sunflower Centre, 182A Maitland Road, MAYFIELD, NSW, 2304
;;Development-Life Skills;610249681641;;admin@sfnsw.org.au;The Sunflower Centre, 182A Maitland Road, MAYFIELD, NSW, 2304
;;Participate Community;610249681641;;admin@sfnsw.org.au;The Sunflower Centre, 182A Maitland Road, MAYFIELD, NSW, 2304
;;Physical Wellbeing;610249681641;;admin@sfnsw.org.au;The Sunflower Centre, 182A Maitland Road, MAYFIELD, NSW, 2304
;;Therapeutic Supports;610249681641;;admin@sfnsw.org.au;The Sunflower Centre, 182A Maitland Road, MAYFIELD, NSW, 2304
Schlachter, Bella;CARDIFF;;610405743157;;valleypodiatry@exemail.com.au;28 Fern Valley Road, CARDIFF, NSW, 2285
Schofield, Patricia Anne;MARYLAND;Interpret/Translate;;;trishschofield@bigpond.com;76 Mcnaughton Avenue, MARYLAND, NSW, 2287
Schumacher, Amanda Elizabeth;MARYLAND;Early Childhood Supports;610400925313;www.sesp.com.au;amanda@sesp.com.au;4 Brumby Cr, MARYLAND, NSW, 2287
;;Therapeutic Supports;610400925313;www.sesp.com.au;amanda@sesp.com.au;4 Brumby Cr, MARYLAND, NSW, 2287
Scooters Australia Pty Limited;RYDALMERE;;;;sydney@scootersaustralia.com.au;8 Brodie Street, RYDALMERE, NSW, 2066
Scope Workplace Solutions Pty Ltd;NEWCASTLE WEST;Assess-Skill, Ability, Needs;610419944540;www.pacenational.com.au;stuartrc@pacenational.com.au;671 Hunter St, NEWCASTLE WEST, NSW, 2300
;;Assist Access/Maintain Employ;610419944540;www.pacenational.com.au;stuartrc@pacenational.com.au;671 Hunter St, NEWCASTLE WEST, NSW, 2300
;;Assist-Life Stage, Transition;610419944540;www.pacenational.com.au;stuartrc@pacenational.com.au;671 Hunter St, NEWCASTLE WEST, NSW, 2300
;;Behaviour Support;610419944540;www.pacenational.com.au;stuartrc@pacenational.com.au;671 Hunter St, NEWCASTLE WEST, NSW, 2300
;;Equipment Special Assess Setup;610419944540;www.pacenational.com.au;stuartrc@pacenational.com.au;671 Hunter St, NEWCASTLE WEST, NSW, 2300
;;Plan Management;610419944540;www.pacenational.com.au;stuartrc@pacenational.com.au;671 Hunter St, NEWCASTLE WEST, NSW, 2300
;;Therapeutic Supports;610419944540;www.pacenational.com.au;stuartrc@pacenational.com.au;671 Hunter St, NEWCASTLE WEST, NSW, 2300
Scott, Teesha Marie Isla;BROADMEADOW;;;;littlelearnersspeechpathology@gmail.com;5 Brunker Road, BROADMEADOW, NSW, 2292
SDN Child And Family Services Pty Limited;BROADWAY;Assess-Skill, Ability, Needs;;;;ADDRESS CONFIDENTIAL
;;Assist-Integrate School/Ed;;;;ADDRESS CONFIDENTIAL
;;Assist-Life Stage, Transition;;;;ADDRESS CONFIDENTIAL
;;Early Childhood Supports;;;;ADDRESS CONFIDENTIAL
;;Equipment Special Assess Setup;;;;ADDRESS CONFIDENTIAL
;;Participate Community;;;;ADDRESS CONFIDENTIAL
;;Therapeutic Supports;;;;ADDRESS CONFIDENTIAL
Seating Dynamics Pty Limited;NORTHMEAD;;;;info@seatingdynamics.com.au;Unit 3A, 6 Boundary Road, NORTHMEAD, NSW, 2157
SEE Foundation Inc;JAMISONTOWN;;610247211966;www.seefoundation.com.au;administration@seefoundation.com.au;ADDRESS CONFIDENTIAL
Seeds Consutancy Group Pty Ltd;MAITLAND;;610487388444;www.seedsforgrowth.com.au;seedsforgrowth@bigpond.com;Suite 14, Unit 3/12 Ken Tubman Drive, MAITLAND, NSW, 2320
Sensational Kids Group Pty Ltd;KIRRAWEE;;610280042727;www.sensationalkidsot.com.au;tanya@sensationalkidsot.com.au;Suite 26, 118-126 Bath Road, KIRRAWEE, NSW, 2232
Sharon Black;BROADMEADOW;;610428138798;www.psychchoices.com.au;sharon@psychchoices.com.au;Suite3, 24 Brown Road, BROADMEADOW, NSW, 2292
Siblings Australia Incorporated;KINGSWOOD;;;;;ADDRESS CONFIDENTIAL
Silver Tear Pty Ltd;ASHTONFIELD;;;;childspl@bigpond.net.au;45 Adele Cr, ASHTONFIELD, NSW, 2323
Small TALK Speech Therapy Pty. Ltd.;MAYFIELD;Assess-Skill, Ability, Needs;;;;Small Talk Speech Therapy, 7-394 Maitland Road, MAYFIELD, NSW, 2304
;;Early Childhood Supports;;;;Small Talk Speech Therapy, 7-394 Maitland Road, MAYFIELD, NSW, 2304
;;Therapeutic Supports;;;;Small Talk Speech Therapy, 7-394 Maitland Road, MAYFIELD, NSW, 2304
Smartwire Electrical (NSW) Pty. Limited;BELMONT;;;;info@smartwireelectrical.com.au;11 Macquarie Street, BELMONT, NSW, 2280
Smith Psychology Pty Limited;MAITLAND;Assess-Skill, Ability, Needs;;;info@smithpsych.com.au;Ground Floor, 20-22 Elgin Street, MAITLAND, NSW, 2320
;;Assist-Life Stage, Transition;;;info@smithpsych.com.au;Ground Floor, 20-22 Elgin Street, MAITLAND, NSW, 2320
;;Behaviour Support;;;info@smithpsych.com.au;Ground Floor, 20-22 Elgin Street, MAITLAND, NSW, 2320
;;Therapeutic Supports;;;info@smithpsych.com.au;Ground Floor, 20-22 Elgin Street, MAITLAND, NSW, 2320
Smith, Paul;NORDS WHARF;Therapeutic Supports;610400425987;;fann16@hotmail.com;41 Government Rd, NORDS WHARF, NSW, 2281
Smith,Jacquelin Lee;CHARLESTOWN;Assess-Skill, Ability, Needs;610414748215;;jacqui@claritypsychology.com.au;54 Ridley St, CHARLESTOWN, NSW, 2290
;;Behaviour Support;610414748215;;jacqui@claritypsychology.com.au;54 Ridley St, CHARLESTOWN, NSW, 2290
;;Therapeutic Supports;610414748215;;jacqui@claritypsychology.com.au;54 Ridley St, CHARLESTOWN, NSW, 2290
SNAP Programs Limited;HILLSBOROUGH;Assistive Equip-Recreation;;;butchhays@snapprograms.org;8 Avon Close, HILLSBOROUGH, NSW, 2290
;;Assist-Life Stage, Transition;;;butchhays@snapprograms.org;8 Avon Close, HILLSBOROUGH, NSW, 2290
;;Assist-Personal Activities;;;butchhays@snapprograms.org;8 Avon Close, HILLSBOROUGH, NSW, 2290
;;Daily Tasks/Shared Living;;;butchhays@snapprograms.org;8 Avon Close, HILLSBOROUGH, NSW, 2290
;;Development-Life Skills;;;butchhays@snapprograms.org;8 Avon Close, HILLSBOROUGH, NSW, 2290
;;Household Tasks;;;butchhays@snapprograms.org;8 Avon Close, HILLSBOROUGH, NSW, 2290
;;Other Innovative Supports;;;butchhays@snapprograms.org;8 Avon Close, HILLSBOROUGH, NSW, 2290
;;Participate Community;;;butchhays@snapprograms.org;8 Avon Close, HILLSBOROUGH, NSW, 2290
Sonic Innovations Pty Ltd;NEWCASTLE;Equipment Special Assess Setup;"+610249291989
00 00000000";http://hearinglife.com.au;newcastle@hearinglife.com.au;ADDRESS CONFIDENTIAL
;;Hearing Equipment;+6102492919890 0 00000000;http://hearinglife.com.au;newcastle@hearinglife.com.au;ADDRESS CONFIDENTIAL
South Coast Home Modification and Maintenance Service Limited;DAPTO;;611300765887;www.scopehomeaccess.com.au;info@scopehomeaccess.com.au;3 Hamilton Street, DAPTO, NSW, 2530
South Wallsend and Neighbourhood Development Group Incorporated;ELERMORE VALE;;;;elermorecentre@bigpond.com;129 Croudace Road, ELERMORE VALE, NSW, 2287
Southern Cross Care Services Pty Limited;PARRAMATTA;Assist-Personal Activities;;;enquiries@scch.com.au;Southern Cross National Contact Centre. Level 1, 50 OConnell Street, PARRAMATTA, NSW, 2150
;;Assist-Travel/Transport;;;enquiries@scch.com.au;Southern Cross National Contact Centre. Level 1, 50 OConnell Street, PARRAMATTA, NSW, 2150
;;Participate Community;;;enquiries@scch.com.au;Southern Cross National Contact Centre. Level 1, 50 OConnell Street, PARRAMATTA, NSW, 2150
Southlake Community Services Incorporated;MORISSET;Accommodation/Tenancy;6149737006;horizons@morissetmpc.org;mmpc@morissetmpc.org;Morisset Multi Purpose Centre, 143 Dora Street, MORISSET, NSW, 2264
;;Assist-Life Stage, Transition;6149737006;horizons@morissetmpc.org;mmpc@morissetmpc.org;Morisset Multi Purpose Centre, 143 Dora Street, MORISSET, NSW, 2264
;;Assist-Personal Activities;6149737006;horizons@morissetmpc.org;mmpc@morissetmpc.org;Morisset Multi Purpose Centre, 143 Dora Street, MORISSET, NSW, 2264
;;Behaviour Support;6149737006;horizons@morissetmpc.org;mmpc@morissetmpc.org;Morisset Multi Purpose Centre, 143 Dora Street, MORISSET, NSW, 2264
;;Daily Tasks/Shared Living;6149737006;horizons@morissetmpc.org;mmpc@morissetmpc.org;Morisset Multi Purpose Centre, 143 Dora Street, MORISSET, NSW, 2264
;;Development-Life Skills;6149737006;horizons@morissetmpc.org;mmpc@morissetmpc.org;Morisset Multi Purpose Centre, 143 Dora Street, MORISSET, NSW, 2264
;;Participate Community;6149737006;horizons@morissetmpc.org;mmpc@morissetmpc.org;Morisset Multi Purpose Centre, 143 Dora Street, MORISSET, NSW, 2264
;;Training-Travel Independence;6149737006;horizons@morissetmpc.org;mmpc@morissetmpc.org;Morisset Multi Purpose Centre, 143 Dora Street, MORISSET, NSW, 2264
Special Olympics Australia;SYDNEY OLYMPIC PARK;;;;jop@specialolympics.com.au;Sports House, 6a Figtree Drive, SYDNEY OLYMPIC PARK, NSW, 2127
Spinal Cord Injuries Australia;LITTLE BAY;;;;;1 Jennifer St, LITTLE BAY, NSW, 2036
Sport & Spine Physiotherapy Pty Limited;ADAMSTOWN;Physical Wellbeing;;;sportandspine@bigpond.com;563 Glebe Road, ADAMSTOWN, NSW, 2289
;;Therapeutic Supports;;;sportandspine@bigpond.com;563 Glebe Road, ADAMSTOWN, NSW, 2289
Stackpool, Martin Bruce;STOCKTON;Personal Mobility Equipment;610401311299;;glittlew@outlook.com;195 Mitchell Street, STOCKTON, NSW, 2295
Starr, Sarah Louise;BURWOOD;;;;speechpathologyservices1@gmail.com;Suite 16b, Level 7, 74 Burwood Rd, BURWOOD, NSW, 2134
STEVENS, JOHN;NEW LAMBTON;Assess-Skill, Ability, Needs;"+610431224457
0000 000 000";;johnstevenspsych@gmail.com;CONFIDENTIAL, NEW LAMBTON, NSW, 2305
;;Behaviour Support;+6104312244570 000 000 000;;johnstevenspsych@gmail.com;CONFIDENTIAL, NEW LAMBTON, NSW, 2305
;;Development-Life Skills;+6104312244570 000 000 000;;johnstevenspsych@gmail.com;CONFIDENTIAL, NEW LAMBTON, NSW, 2305
;;Early Childhood Supports;+6104312244570 000 000 000;;johnstevenspsych@gmail.com;CONFIDENTIAL, NEW LAMBTON, NSW, 2305
;;Therapeutic Supports;+6104312244570 000 000 000;;johnstevenspsych@gmail.com;CONFIDENTIAL, NEW LAMBTON, NSW, 2305
Stirling, Amber-Jayne;NEW LAMBTON;Assess-Skill, Ability, Needs;;;mail@ajstirlingphysiotherapy.com;209 Lambton Road, NEW LAMBTON, NSW, 2305
;;Early Childhood Supports;;;mail@ajstirlingphysiotherapy.com;209 Lambton Road, NEW LAMBTON, NSW, 2305
;;Therapeutic Supports;;;mail@ajstirlingphysiotherapy.com;209 Lambton Road, NEW LAMBTON, NSW, 2305
Strachan, Michael Alan Lees;NEW LAMBTON;Assist Prod-Pers Care/Safety;;;resume@strachanspharmacy.com.au;257 Lambton Rd, NEW LAMBTON, NSW, 2305
Stroke and Disability Information Hunter Incorporated;CHARLESTOWN;Assist-Life Stage, Transition;;;sadi@idl.net.au;Charlestown Multipurpose Centre, 17 James Street, CHARLESTOWN, NSW, 2290
Sturgeon, Lee Anthony;WARNERS BAY;Assess-Skill, Ability, Needs;;;lee@leesturgeon.com.au;4/41 Charles St, WARNERS BAY, NSW, 2282
;;Behaviour Support;;;lee@leesturgeon.com.au;4/41 Charles St, WARNERS BAY, NSW, 2282
;;Early Childhood Supports;;;lee@leesturgeon.com.au;4/41 Charles St, WARNERS BAY, NSW, 2282
;;Therapeutic Supports;;;lee@leesturgeon.com.au;4/41 Charles St, WARNERS BAY, NSW, 2282
